collection_no,NOW_loc,collection_name,collection_aka,stratgroup,formation,member,cc,cc.1,state,county,early_interval,late_interval,max_ma,min_ma,diff,notes,
96702,,El Lirio Norte,Lirio North,,Culebra,upper,PA,PA,,,Early Hemingfordian,,20.43,15.97,4.46,,
17953,,Horse Creek Quarry,,,"""middle Miocene""",base,US,US,Wyoming,Laramie,Hemingfordian,,20.43,15.97,4.46,no corresponding NOW locality,
72052,,Summit Pass oreodont,,,Arikaree,,US,US,South Dakota,Harding,Hemingfordian,,20.43,15.97,4.46,ok,
176936,,Suwannee Springs Roadcut,,Hawthorne,Marks Head,,US,US,Florida,Hamilton County,Hemingfordian,,20.43,15.97,4.46,,
212622,,JDNM 267 Hawk Rim Main locality,,,Mascall,,US,US,Oregon,Crook,Hemingfordian,,20.43,15.97,4.46,no corresponding NOW locality,
212626,,JDNM 268 Hawk Rim Cone locality,,,Mascall,,US,US,Oregon,Crook,Hemingfordian,,20.43,15.97,4.46,no corresponding NOW locality,
212625,,JDNM 269 Hawk Rim Carnivore locality,UO 4360,,Mascall,,US,US,Oregon,Crook,Hemingfordian,,20.43,15.97,4.46,no corresponding NOW locality,
212627,,JDNM 270 Hawk Rim Front Hills locality,,,Mascall,,US,US,Oregon,Crook,Hemingfordian,,20.43,15.97,4.46,no corresponding NOW locality,
212623,,JDNM 271 Hawk Rim Blowout locality,,,Mascall,,US,US,Oregon,Crook,Hemingfordian,,20.43,15.97,4.46,no corresponding NOW locality,
212624,,JDNM 272 Hawk Rim Brit locality,,,Mascall,,US,US,Oregon,Crook,Hemingfordian,,20.43,15.97,4.46,no corresponding NOW locality,
156735,,Upper Moroni Formation,,,Moroni,,US,US,Utah,Utah,Hemingfordian,,20.43,15.97,4.46,no corresponding NOW locality,
84788,,Laguna Canyon,,,Vaqueros,,US,US,California,Orange,Hemingfordian,,20.43,15.97,4.46,general loc,
17866,,Andrews,,,,,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,S&F47,
17984,,Princeton Locality 1000D,,,,,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,F37,
17951,,Hermosa,,,,,US,US,South Dakota,Custer,Hemingfordian,,20.43,15.97,4.46,Thorpe21,
55530,,Porters Landing,,Hawthorne,Marks Head,,US,US,Georgia,Effingham,Burdigalian,,20.44,15.97,4.47,,
225471,,Always Welcome Inn Upper Gravel,,,,,US,US,Oregon,,Pliocene,Early Pleistocene,5.333,0.781,4.552,,
192089,,Buenos Aires de Palmares,,,,,CR,CR,Alajuela,Palmares,Blancan,Irvingtonian,4.9,0.3,4.6,,
20298,,Crowell David (SBCM 05.006.089),,,"""unnamed sandstone""",,US,US,California,Riverside,Blancan,Irvingtonian,4.9,0.3,4.6,,
207453,,Crawfish Draw/White River,"WPA, Work Project No. 15995",,Blanco,,US,US,Texas,Crosby,Blancan,Irvingtonian,4.9,0.3,4.6,,
20020,,Kuchta Sand Pit,,,Bon Homme Gravel,,US,US,South Dakota,Yankton,Blancan,Irvingtonian,4.9,0.3,4.6,,
19652,,San Simon Power Line,,,Gila Conglomerate,,US,US,Arizona,Graham,Blancan,Irvingtonian,4.9,0.3,4.6,,
20430,,North of Red Rock Pass,,,Salt Lake,,US,US,Idaho,Bannock,Blancan,Irvingtonian,4.9,0.3,4.6,,
19972,,Chamberino,UTEP 106,,,,US,US,New Mexico,Dona Ana,Blancan,Irvingtonian,4.9,0.3,4.6,,
206954,,"Alligator Road, north",,,,,US,US,South Carolina,Florence,Blancan,Irvingtonian,4.9,0.3,4.6,,
19674,,Live Oak School,UCMP V-2407,,San Benito Gravels,,US,US,California,San Benito,Blancan,Pleistocene,4.9,0.0117,4.8883,,
14961,,Joffre Pipeline,,,Paskapoo,,CA,CA,Alberta,,Tiffanian,,61.7,56.8,4.9,,
14996,,Swan Hills Site 2,,,Paskapoo,,CA,CA,Alberta,,Tiffanian,,61.7,56.8,4.9,,
15042,,Melville Locality 39,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,1350 ft. level,
15043,,Melville Locality 53,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,1350 ft. level,
15045,,Melville Locality 82,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,1350 ft. level,
15050,NP19IIA,Princeton Loc. 18,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,,
15051,NP19IIA,Princeton Loc. 44,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,,
15052,NP19IIA,Princeton Loc. 49,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,,
15053,NP19IIA,Princeton Locs. (Miscellaneous),"Locs. 36, 38, 40, 41, 42, 43, 45, 57, 59, 60, 68",,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,,
15038,,Melville Locality 12,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Wheatland,Tiffanian,,61.7,56.8,4.9,1700 ft. Level,
15040,,Melville Locality 27,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Wheatland,Tiffanian,,61.7,56.8,4.9,1700 ft. Level,
15041,,Melville Locality 28,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Wheatland,Tiffanian,,61.7,56.8,4.9,1700 ft. Level,
15044,,Melville Locality 70,,,"""Fort Union No. 3"" (= Melville)",,US,US,Montana,Wheatland,Tiffanian,,61.7,56.8,4.9,,
15019,,Cub Creek/Hunt Creek PU Section 28,,,Fort Union,Lebo,US,US,Montana,Carbon,Tiffanian,,61.7,56.8,4.9,,
15020,,Cub Creek/Hunt Creek PU Section 29,Simons' 1955 Locality,,Fort Union,Lebo,US,US,Montana,Carbon,Tiffanian,,61.7,56.8,4.9,,
55227,,Rock Wren,UW V-90029,,Hanna,,US,US,Wyoming,Carbon,Tiffanian,,61.7,56.8,4.9,ok,
15046,,Melville Titanoides Locality,,,Melville,,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,,
133180,,Plan B Locality,,,Melville,,US,US,Montana,Sweetgrass,Tiffanian,,61.7,56.8,4.9,,
15003,,White's River Basin Survey Site 3,L5383,,Sentinel Butte,,US,US,North Dakota,McKenzie,Tiffanian,,61.7,56.8,4.9,,
14927,,Below Witter Quarry,,,Sentinel Butte,,US,US,North Dakota,Williams,Tiffanian,,61.7,56.8,4.9,,
14935,,Carracas Station,Tiffany (in part),,,,US,US,Colorado,La Plata,Tiffanian,,61.7,56.8,4.9,,
14943,,Crowbar Creek,Tiffany (in part),,,,US,US,Colorado,La Plata,Tiffanian,,61.7,56.8,4.9,,
15054,,Richard's Locality,UCM 79038,,,,US,US,Wyoming,Fremont,Tiffanian,,61.7,56.8,4.9,,
15009,,Below Princeton Quarry,MCZ 1/77WYO,,,,US,US,Wyoming,Park,Tiffanian,,61.7,56.8,4.9,,
15069,,Titanoides gidleyi Locality,,,,,US,US,Wyoming,Park,Tiffanian,,61.7,56.8,4.9,,
15071,,West-Southwest of Sage Point,,,,,US,US,Wyoming,Park,Tiffanian,,61.7,56.8,4.9,,
214901,,Ashley River phosphate beds,,,,,US,US,South Carolina,Charleston,Chattian,,28.1,23.03,5.07,,
51589,,"Savannah, near",,,,,US,US,Georgia,Chatham,Pliocene,Pleistocene,5.333,0.0117,5.3213,,
150272,,West Clay Creek,Carmen,,,,US,US,Oklahoma,Alfalfa,Pliocene,Pleistocene,5.333,0.0117,5.3213,,
144596,,San Gerardo de Limoncito,,,Curré,,CR,CR,Puntarenas,,Hemphillian,,10.3,4.9,5.4,,
157349,,El Mixtón,ZJ 30-10; ZJ 30-3; ZJ 30-8,,Juchipila,,MX,MX,Zacatecas,,Late Hemphillian,,10.3,4.9,5.4,,
157351,,El Resbalón,ZJ 47; La Copa (ZJ 48),,Juchipila,,MX,MX,Zacatecas,,Late Hemphillian,,10.3,4.9,5.4,,
175256,,La Escalera,ZT-32,,Juchipila,,MX,MX,Zacatecas,,Late Hemphillian,,10.3,4.9,5.4,,
157350,,Puente de Cofradía,ZJ 42,,Juchipila,,MX,MX,Zacatecas,,Late Hemphillian,,10.3,4.9,5.4,,
175257,,La Presa,,,,,MX,MX,Guanajuato,,Hemphillian,,10.3,4.9,5.4,,
212307,,La Plegaria,,,,,MX,MX,Hidalgo,,Hemphillian,,10.3,4.9,5.4,,
18715,,Belen del Refugio,,,,,MX,MX,Jalisco,,Late Hemphillian,,10.3,4.9,5.4,,
212335,,Jalostotitlan City,,,,,MX,MX,Jalisco,,Hemphillian,,10.3,4.9,5.4,,
189790,,Santa Maria,Jal Teco 8; Jalisco,,,,MX,MX,Jalisco,,Hemphillian,,10.3,4.9,5.4,,
18747,,Teocaltiche (Unit A),,,,,MX,MX,Jalisco,,Hemphillian,,10.3,4.9,5.4,,
18748,,Teocaltiche (Unit B),,,,,MX,MX,Jalisco,,Hemphillian,,10.3,4.9,5.4,,
18749,,Teocaltiche (Unit C),,,,,MX,MX,Jalisco,,Hemphillian,,10.3,4.9,5.4,,
212337,,Chincua,,,,,MX,MX,Michoacán,,Hemphillian,,10.3,4.9,5.4,,
212338,,El Gigante,,,,,MX,MX,Nayarit,,Hemphillian,,10.3,4.9,5.4,,
212339,,El Trapiche Village,,,,,MX,MX,Nayarit,,Hemphillian,,10.3,4.9,5.4,,
212342,,Los Velis,,,,,MX,MX,Zacatecas,,Hemphillian,,10.3,4.9,5.4,,
212341,,Santo Domingo,,,,,MX,MX,Zacatecas,,Hemphillian,,10.3,4.9,5.4,,
181304,,Puente Ixcán,,,,,MX,MX,,,Hemphillian,,10.3,4.9,5.4,,
18926,,Hot Creek,,,Chalk Hills,,US,US,Idaho,Owyhee,Hemphillian,,10.3,4.9,5.4,,
218109,,Little Jacks Creek,,Idaho,Chalk Hills,,US,US,Idaho,Owyhee,early Early Hemphillian,late Early Hemphillian,10.3,4.9,5.4,,
218111,,Sugar Creek,,Idaho,Chalk Hills,,US,US,Idaho,Owyhee,early Early Hemphillian,late Early Hemphillian,10.3,4.9,5.4,,
81498,,Chicasabogue Creek,,,Citronelle,lower,US,US,Alabama,Mobile,Hemphillian,,10.3,4.9,5.4,,
222670,,ULGM Locality V-13,Bonneville Power Authority Pole Locality 183/5,,Fort Rock,,US,US,Oregon,Lake,Hemphillian,,10.3,4.9,5.4,no corresponding NOW locality,Hh4
19447,,"UCMP V-3611, Mulholland Site 2",,,Garrity,,US,US,California,Contra Costa,Hemphillian,,10.3,4.9,5.4,,
229134,,W. M. Keck locality P-102,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
229135,,W. M. Keck locality P-103,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
229136,,W. M. Keck locality P-104,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
229137,,W. M. Keck locality P-106,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
229138,,W. M. Keck locality P-107,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
229139,,W. M. Keck locality P-108,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
229140,,W. M. Keck locality P-126,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
229141,,W. M. Keck locality P-127,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
229142,,W. M. Keck locality P-129,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Hemphillian,,10.3,4.9,5.4,ok,
18933,,Juanita Springs,,,Muddy Creek,,US,US,Arizona,Mohave,Hemphillian,,10.3,4.9,5.4,ok,
79633,,Joseph R Thomasson Site 9a,JRT Site 9a,,Ogallala,,US,US,Kansas,Ellis,Hemphillian,,10.3,4.9,5.4,,
170201,,Dempsey site,OMNH V707,,Ogallala,,US,US,Oklahoma,Roger Mills,Hemphillian,,10.3,4.9,5.4,,
170197,,Gas well pad site,OMNH V963,,Ogallala,,US,US,Oklahoma,Roger Mills,Hemphillian,,10.3,4.9,5.4,,
170191,,Sourdough Creek 1,OMNH V1222,,Ogallala,,US,US,Oklahoma,Roger Mills,Hemphillian,,10.3,4.9,5.4,,
156740,,Upper Oro Loma assemblage,LACM 7666,,Oro Loma,,US,US,California,Fresno,late Early Hemphillian,,10.3,4.9,5.4,no corresponding NOW locality,Hh2-Hh3
156741,,Uppermost Oro Loma assemblage,"LACM 7664, LACM 7667, LACM 7668",,Oro Loma,,US,US,California,Fresno,Hemphillian,,10.3,4.9,5.4,no corresponding NOW locality,Hh3-Hh4
19475,,Owl Rock Quarry Prado Plant (Feldspathic Sands),,,Puente,Sycamore Canyon,US,US,California,Orange,Hemphillian,,10.3,4.9,5.4,,
19476,,Owl Rock Quarry Prado Plant (Sandy Conglomerate),,,Puente,Sycamore Canyon,US,US,California,Orange,Hemphillian,,10.3,4.9,5.4,,
157237,,UOMNH 3720,,,Ringold,,US,US,Washington,Benton,Hemphillian,,10.3,4.9,5.4,,
94334,,Utah Geological Survey Site 42Sv066v,Sevier,,Sevier,,US,US,Utah,Sevier,Hemphillian,,10.3,4.9,5.4,,
19034,,Rockland Valley Gravel Quarry,IMNH 848; IMNH 853,,Starlight,upper,US,US,Idaho,Power,Hemphillian,,10.3,4.9,5.4,no corresponding NOW locality,Hh2
18921,,High Ridge,UCMP V-4839; Smiths Valley in part,,Washoe,,US,US,Nevada,Lyon,Hemphillian,,10.3,4.9,5.4,,
19551,,South of Red Rock Canyon,,,,,US,US,California,Kern,Hemphillian,,10.3,4.9,5.4,,
18527,,District Grade Mine,,,,,US,US,Florida,Hardee/Polk,Hemphillian,,10.3,4.9,5.4,,
200705,,"Montbrook, FLMNH site LV070",,,,,US,US,Florida,Levy,Hemphillian,,10.3,4.9,5.4,,
18502,,Agrico Pierce Mine,American Agricultural Chemical Company Mines,,,,US,US,Florida,Polk,Hemphillian,,10.3,4.9,5.4,,
18520,,Chicora Mine (Hemphillian),,,,,US,US,Florida,Polk,Hemphillian,,10.3,4.9,5.4,,
18584,,Rick's Pump Site,,,,,US,US,Florida,Polk,Hemphillian,,10.3,4.9,5.4,,
82621,,U.S. Steel Rockland Mine,,,,,US,US,Florida,Polk,Late Hemphillian,,10.3,4.9,5.4,,
18996,,Old Stiener Ranch,,,,,US,US,Nevada,Lander,Hemphillian,,10.3,4.9,5.4,,
18833,,Boardman,UO 2255,,,,US,US,Oregon,Morrow,Hemphillian,,10.3,4.9,5.4,,
15888,,Western Remus Basin,,,Mokka Fiord,upper,CA,CA,Northwest Territories,,Wasatchian,,55.8,50.3,5.5,,
161203,,Driftwood Creek,US Locality 1001,Ootsa Lake,,,CA,CA,British Columbia,,Wasatchian,,55.8,50.3,5.5,,
161193,,North Face,US Locality 1000,Ootsa Lake,,,CA,CA,British Columbia,,Wasatchian,,55.8,50.3,5.5,,
15840,,Stenkul Fiord,,Eureka Sound,,,CA,CA,Northwest Territories,,Wasatchian,,55.8,50.3,5.5,,
68720,,Swinnerton Peninsula Locality 84-8,,Eureka Sound,,,CA,CA,Nunavut,,Wasatchian,,55.8,50.3,5.5,,
207059,,Arroyo Atopoltitlán,Tehuitzingo,,Tehuitzingo,,MX,MX,Puebla,,Early Oligocene,,33.9,28.4,5.5,,
15659,,Jensen,,,"""Wasatch""",,US,US,Utah,Uintah,Wasatchian,,55.8,50.3,5.5,,
15931,,Dome Butte,,,"""Wasatch""",,US,US,Wyoming,Campbell,Wasatchian,,55.8,50.3,5.5,,
198248,,UMNH VP 2147 Sweetwater Creek,"UMNH IP 223, UMNH PB 110",,Claron,,US,US,Utah,Garfield,Wasatchian,,55.8,50.3,5.5,ok,
198249,,UMNH VP 2148 Sweetwater Creek,UMNH IP 231,,Claron,,US,US,Utah,Garfield,Wasatchian,,55.8,50.3,5.5,ok,
15424,,Divide Between East and West Muddy Creeks,,,DeBeque,,US,US,Colorado,Delta,Wasatchian,,55.8,50.3,5.5,ok,
15425,,Kladder Y,Chalk Mountain,,DeBeque,,US,US,Colorado,Mesa,Wasatchian,,55.8,50.3,5.5,ok,
15426,,Three Miles Northeast of Hightower Station,,,DeBeque,,US,US,Colorado,Mesa,Wasatchian,,55.8,50.3,5.5,ok,
15427,,Vicinity of Hightower Mountain,,,DeBeque,,US,US,Colorado,Mesa,Wasatchian,,55.8,50.3,5.5,ok,
15481,,Diamond Trail,NMMNH locality 3043<br>DUPLICATE REF 2294 or 2295 or 2314 or 2319,,Diamond Trail,middle,US,US,New Mexico,Sandoval,Wasatchian,,55.8,50.3,5.5,,
16391,,Parnell Creek (Scheggs Bed),,,Green River,Tipton Shale,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
16392,,Parnell Creek (Tipton Tongue),,,Green River,Tipton Shale,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15944,,High Hanna Hill,UW V-91008,,Hanna,upper,US,US,Wyoming,Carbon,Wasatchian,,55.8,50.3,5.5,,
15957,,Keefer Collection 3,,,Middle Variegated Sequence,,US,US,Wyoming,Fremont,Wasatchian,,55.8,50.3,5.5,,
15958,,Keefer Collection 4,,,Middle Variegated Sequence,,US,US,Wyoming,Fremont,Wasatchian,,55.8,50.3,5.5,,
15959,,Keefer Collection 5,,,Middle Variegated Sequence,,US,US,Wyoming,Fremont,Wasatchian,,55.8,50.3,5.5,,
15894,,West of Rock Springs Level 4,,,Wasatch,Luman Tongue,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15843,,The Pinnacles,,,Wasatch,Main Body,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
118482,,Upper Meniscotherium,UCMP V71238; Palatobaena gaffneyi type locality,,Wasatch,Main Body,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15885,,Vermillion Creek,Vermilion Creek,,Wasatch,Niland Tongue,US,US,Colorado,Moffat,Wasatchian,,55.8,50.3,5.5,,
15874,,Uinta Basin,,,Wasatch,,US,US,Colorado,northwestern Rio Blanco,Wasatchian,,55.8,50.3,5.5,,
15643,,Great Divide Basin (Bairoil),,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15644,,Great Divide Basin (Wind River Mountains),,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15656,,Indian Point (Lower),,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15657,,Indian Point (Middle),,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15658,,Indian Point (Upper),,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15720,,Sand Butte Level 1,,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15721,,Sand Butte Level 2,,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15722,,Sand Butte Level 3,,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15723,,Sand Butte Level 4,,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15724,,Sand Butte Level 5,,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
16072,,UW V-58002,,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,ok,
88037,,UW V-58003,,,Wasatch,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,ok,
87906,,American Museum Dry Camp 1,4 Miles South of Otto,,Willwod,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
109254,,5 Miles South of Otto (USNM),,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
109302,,Between Dorsey Creek and Otto (PU),Gray Bull River,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
109003,,R.O.M. Franimys site,,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
85438,,South Elk Creek (Diatryma steini type locality),,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
88375,,UCM L-86066,South Fork of Elk Creek,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
88376,,UCM L-86069,Five Mile Creek,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
88208,,University of Kansas Museum of Natural History Locality 32,South Fork of Elk Creek,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
109255,,USGS D-1798,,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,"Bown94, but uncertain strat",
15898,,Yale-Michigan Locality 418,Coon Creek; UW V-73003; YM-418,,Willwood,,US,US,Wyoming,Big Horn,Wasatchian,,55.8,50.3,5.5,,
168296,,UCMP V81092,,,Willwood,,US,US,Wyoming,Washakie,Wasatchian,,55.8,50.3,5.5,ok,
15569,,USGS D-1651,UCMP V96148,,Willwood,,US,US,Wyoming,Washakie,Wasatchian,,55.8,50.3,5.5,ok,
46690,,MP-27,,,Willwood,,US,US,Wyoming,,Wasatchian,,55.8,50.3,5.5,"Clyde97, but no age give",
46691,,MP-28,,,Willwood,,US,US,Wyoming,,Wasatchian,,55.8,50.3,5.5,"Clyde97, but no age give",
15900,,Alkali Butte,Keefer Collection N,,Wind River,,US,US,Wyoming,Fremont,Wasatchian,,55.8,50.3,5.5,,
15918,,Chalk Butte,,,Wind River,,US,US,Wyoming,Fremont,Wasatchian,,55.8,50.3,5.5,,
15934,,East Fork (Wind River),Badlands Gulch; Circle Draw,,Wind River,,US,US,Wyoming,Fremont,Wasatchian,,55.8,50.3,5.5,,
16064,,UCM 78172,,,Wind River,,US,US,Wyoming,Fremont,Wasatchian,,55.8,50.3,5.5,ok,
16069,,UCM 83224,,,Wind River,,US,US,Wyoming,Fremont,Wasatchian,,55.8,50.3,5.5,ok,
15648,,Pat Holiday's Fence Locality,,,Wind River,,US,US,Wyoming,Natrona,Wasatchian,,55.8,50.3,5.5,,
88038,,UW V-58004,Cottonwood Draw,,Wind River,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,ok,
15718,,Red Dog Buttes,,,,,US,US,Utah,Daggett,Wasatchian,,55.8,50.3,5.5,,
15716,,Powder Wash (Wasatch Formation),,,,,US,US,Utah,Uintah,Wasatchian,,55.8,50.3,5.5,,
15926,,Daniel Area,,,,,US,US,Wyoming,Sublette,Wasatchian,,55.8,50.3,5.5,,
15483,,Dry Piney Creek,DUPLICATE REF 1603 or 4268,,,,US,US,Wyoming,Sublette,Wasatchian,,55.8,50.3,5.5,,
15642,,Great Divide Basin,,,,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
15886,,Virgin Hills,,,,,US,US,Wyoming,Sweetwater,Wasatchian,,55.8,50.3,5.5,,
131859,,"A point near Bear River, 6 miles north of Evanston",Evanstown,,,,US,US,Wyoming,,Wasatchian,,55.8,50.3,5.5,,
190543,,Niobrara River (coll. Hayden 1857),,,Loup Fork,,US,US,Nebraska,Sheridan,Barstovian,Clarendonian,15.97,10.3,5.67,ok,
170200,,Cheyenne West,OMNH V712,,Ogallala,,US,US,Oklahoma,Roger Mills,Barstovian,Clarendonian,15.97,10.3,5.67,,
18280,,Near Paleo Quarry,,Ogallala,Valentine,,US,US,Nebraska,Sheridan,Barstovian,Clarendonian,15.97,10.3,5.67,S&F41; also see Skinner and Johnson 1984,
18187,,Hamburg Research Area,"Locality 1; Unit D, Quarry A of Zehr 1974",,,,US,US,Kansas,Ellis,Barstovian,Early Clarendonian,15.97,10.3,5.67,,
198266,,SDSNH locality 5842,,,Bridger,,US,US,Wyoming,Uinta,Uintan,,46.2,40.4,5.8,ok,
16628,,T 14,TMM 40165,Big Bend,Chisos,lower,US,US,Texas,Brewster,Uintan,,46.2,40.4,5.8,ok,
16634,,TMM 40842,,Big Bend,Chisos,lower,US,US,Texas,Brewster,Uintan,,46.2,40.4,5.8,ok,
222915,,Kishenehn M-2,,,Kishenehn,Coal Creek,US,US,Montana,,Uintan,,46.2,40.4,5.8,no corresponding NOW locality,Ui1
222921,,Kishenehn M-28,Paola Siding,,Kishenehn,Coal Creek,US,US,Montana,,Uintan,,46.2,40.4,5.8,no corresponding NOW locality,Ui1
222922,,Kishenehn M-28R,Rasmussen bed,,Kishenehn,Coal Creek,US,US,Montana,,Uintan,,46.2,40.4,5.8,no corresponding NOW locality,Ui1
222916,,Kishenehn M-3,,,Kishenehn,Coal Creek,US,US,Montana,,Uintan,,46.2,40.4,5.8,no corresponding NOW locality,Ui1
222923,,Kishenehn M-40T,Titanothere bed,,Kishenehn,Coal Creek,US,US,Montana,,Uintan,,46.2,40.4,5.8,no corresponding NOW locality,Ui1
222918,,Kishenehn M-5,Park Creek -North,,Kishenehn,Coal Creek,US,US,Montana,,Uintan,,46.2,40.4,5.8,no corresponding NOW locality,Ui1
222919,,Kishenehn M-7,Kuhn’s Point,,Kishenehn,Coal Creek,US,US,Montana,,Uintan,,46.2,40.4,5.8,no corresponding NOW locality,Ui1
16507,,Above Cogswell Spring,,,Wagon Bed,Unit 5,US,US,Wyoming,Fremont,Uintan,,46.2,40.4,5.8,,
16520,,Beaver Divide Locality 2,USGS D554,,Wagon Bed,Unit 5,US,US,Wyoming,Fremont,Uintan,,46.2,40.4,5.8,,
16523,,Beaver Divide Locality 7 (Lower),,,Wagon Bed,Unit 5,US,US,Wyoming,Fremont,Uintan,,46.2,40.4,5.8,,
16540,,Canyon Creek Locality 21,,,Wagon Bed,Unit 5,US,US,Wyoming,Natrona,Uintan,,46.2,40.4,5.8,,
16512,,Badwater Locality 3,,,"Wagon Bed (""Tepee Trail"")",Green and Brown,US,US,Wyoming,Natrona,Uintan,,46.2,40.4,5.8,,
16552,,Dry Creek,Dry Fork; Badwater Locality 11,,"Wagon Bed (""Tepee Trail"")",Hendry Ranch,US,US,Wyoming,Fremont,Uintan,,46.2,40.4,5.8,,
16521,,Beaver Divide Locality 5,,,Wiggins,,US,US,Wyoming,Fremont,Uintan,,46.2,40.4,5.8,ok,
16522,,Beaver Divide Locality 6,,,Wiggins,,US,US,Wyoming,Fremont,Uintan,,46.2,40.4,5.8,ok,
16524,,Beaver Divide Locality 7 (Upper),,,Wiggins,,US,US,Wyoming,Fremont,Uintan,,46.2,40.4,5.8,ok,
16525,,Beaver Divide Locality 8 (Lower),,,Wiggins,,US,US,Wyoming,Fremont,Uintan,,46.2,40.4,5.8,ok,
206138,,Wolf Creek ,,,,,CA,CA,Yukon,,Late Miocene,,11.608,5.333,6.275,,
173691,,Paso del Águila ,,,San Nicolás,,MX,MX,San Luis Potosí,,Late Miocene,,11.608,5.333,6.275,,
15022,,Cub Creek 2,CC-2,,Fort Union,Lebo,US,US,Montana,Carbon,To3,Ti1,63.3,56.8,6.5,no corresponding NOW locality,To3-Ti1
